file_path,label
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-14.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-6.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-7.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-8.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29721-4-0-9.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29722-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29722-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29722-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29722-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29722-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29722-4-0-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\29722-4-0-6.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-11-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-12-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-13-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-14-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-15-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-16-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-17-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-18-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-2-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-20-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-21-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-22-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-24-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-25-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-26-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-27-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-4-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-5-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-7-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34621-4-8-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34643-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34643-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34643-4-1-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34643-4-2-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34643-4-2-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\34643-4-2-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\37560-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\37560-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\37560-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\37560-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\37560-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\37560-4-0-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\39533-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\39533-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42324-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42324-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42324-4-2-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42324-4-2-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42324-4-2-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42324-4-2-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42324-4-2-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42937-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42937-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\42937-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46668-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46668-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46668-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-10.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-24.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-26.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-30.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-31.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-32.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-33.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-35.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-36.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-37.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-39.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-45.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-48.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-49.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-54.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-61.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-63.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-8.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\46669-4-0-9.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50413-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50413-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50413-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50413-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50415-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50415-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50416-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50416-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50416-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-11.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-13.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-8.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-1-9.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-2-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-3-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-4-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-4-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-4-8.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\50629-4-4-9.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\518-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\518-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\518-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\518-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-10.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-11.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-12.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-13.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-14.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-6.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-7.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-8.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\55020-4-0-9.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-6.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-7.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57584-4-0-8.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57696-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57696-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57696-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57696-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57696-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\57696-4-0-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-13.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-17.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-23.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-24.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-26.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-30.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-32.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-34.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-40.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-41.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-44.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-45.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-51.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-55.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-63.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-68.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-70.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\58005-4-0-76.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\59594-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\59594-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\59594-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\59594-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\59594-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\59595-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\59595-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-10.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-14.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-16.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-20.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-21.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-26.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-28.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-29.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-6.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-0-8.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-10.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-18.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-19.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-20.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-23.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-27.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-33.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-6.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\63095-4-1-7.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-6.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-7.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66622-4-0-8.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66623-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66623-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66623-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66623-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66623-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66623-4-0-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\66623-4-0-6.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-2-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-2-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-3-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-4-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-5-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-6-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-6-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-7-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-8-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\69598-4-9-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71079-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71079-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71080-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71080-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71086-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71086-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71086-4-2-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71087-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71087-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71088-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71088-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71088-4-2-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-0-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-0-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-0-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-0-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-0-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-1-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-1-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-1-2.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-1-3.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-1-4.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-1-5.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-2-0.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-2-1.wav,2
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Drilling\71171-4-3-0.wav,2
